female,day,line,offspring,treatment,pop
125,4,M395,46,single,iv
158,4,M239,52,rival,iv
149,4,M395,53,single,iv
197,4,M395,58,single,iv
173,4,M395,59,single,iv
134,4,M239,67,rival,iv
169,4,M239,67,single,iv
211,4,M596,67,single,iv
165,4,M703,69,single,iv
146,4,M239,73,rival,iv
189,4,M703,73,single,iv
129,4,M703,74,single,iv
176,4,M596,74,rival,iv
137,4,M395,76,single,iv
152,4,M596,76,rival,iv
237,4,M703,78,single,iv
144,4,M900,79,rival,iv
178,4,M703,82,rival,iv
163,4,M596,83,single,iv
225,4,M703,83,single,iv
128,4,M596,84,rival,iv
131,4,M900,84,single,iv
239,4,M900,84,single,iv
193,4,M239,86,single,iv
209,4,M395,86,single,iv
139,4,M596,87,single,iv
155,4,M900,87,single,iv
194,4,M239,87,rival,iv
201,4,M703,87,single,iv
133,4,M239,88,single,iv
167,4,M900,88,single,iv
229,4,M239,88,single,iv
213,4,M703,89,single,iv
154,4,M703,90,rival,iv
156,4,M900,90,rival,iv
153,4,M703,91,single,iv
195,4,M315,91,single,iv
145,4,M239,92,single,iv
124,4,M315,93,rival,iv
185,4,M395,93,single,iv
192,4,M900,93,rival,iv
219,4,M315,93,single,iv
206,4,M239,94,rival,iv
218,4,M239,94,rival,iv
233,4,M395,94,single,iv
150,4,M395,95,rival,iv
164,4,M596,96,rival,iv
186,4,M395,96,rival,iv
187,4,M596,96,single,iv
216,4,M900,96,rival,iv
226,4,M703,96,rival,iv
179,4,M900,97,single,iv
217,4,M239,97,single,iv
196,4,M315,98,rival,iv
221,4,M395,98,single,iv
223,4,M596,98,single,iv
230,4,M239,98,rival,iv
166,4,M703,100,rival,iv
191,4,M900,100,single,iv
210,4,M395,100,rival,iv
215,4,M900,100,single,iv
121,4,M239,101,single,iv
143,4,M900,101,single,iv
151,4,M596,101,single,iv
204,4,M900,101,rival,iv
212,4,M596,101,rival,iv
222,4,M395,101,rival,iv
240,4,M900,101,rival,iv
130,4,M703,102,rival,iv
200,4,M596,102,rival,iv
182,4,M239,103,rival,iv
175,4,M596,104,single,iv
138,4,M395,105,rival,iv
140,4,M596,105,rival,iv
208,4,M315,105,rival,iv
236,4,M596,106,rival,iv
132,4,M900,107,rival,iv
136,4,M315,108,rival,iv
168,4,M900,108,rival,iv
227,4,M900,108,single,iv
162,4,M395,109,rival,iv
181,4,M239,109,single,iv
199,4,M596,109,single,iv
147,4,M315,110,single,iv
172,4,M315,110,rival,iv
228,4,M900,110,rival,iv
177,4,M703,111,single,iv
238,4,M703,111,rival,iv
148,4,M315,112,rival,iv
171,4,M315,112,single,iv
174,4,M395,112,rival,iv
180,4,M900,112,rival,iv
122,4,M239,113,rival,iv
160,4,M315,113,rival,iv
224,4,M596,115,rival,iv
135,4,M315,117,single,iv
184,4,M315,117,rival,iv
141,4,M703,118,single,iv
203,4,M900,118,single,iv
159,4,M315,119,single,iv
205,4,M239,119,single,iv
214,4,M703,119,rival,iv
190,4,M703,120,rival,iv
183,4,M315,121,single,iv
235,4,M596,121,single,iv
198,4,M395,122,rival,iv
234,4,M395,122,rival,iv
220,4,M315,123,rival,iv
161,4,M395,124,single,iv
207,4,M315,126,single,iv
127,4,M596,127,single,iv
231,4,M315,127,single,iv
170,4,M239,128,rival,iv
188,4,M596,132,rival,iv
123,4,M315,133,single,iv
126,4,M395,136,rival,iv
142,4,M703,136,rival,iv
157,4,M239,137,single,iv
101,4,M395,18,single,wild
25,4,M239,24,single,wild
33,4,M703,27,single,wild
45,4,M703,27,single,wild
73,4,M239,28,single,wild
109,4,M239,34,single,wild
97,4,M239,36,single,wild
11,4,M900,37,single,wild
41,4,M395,37,single,wild
89,4,M395,38,single,wild
103,4,M596,38,single,wild
115,4,M596,38,single,wild
37,4,M239,41,single,wild
117,4,M703,43,single,wild
3,4,M315,46,single,wild
71,4,M900,46,single,wild
105,4,M703,46,single,wild
113,4,M395,46,single,wild
27,4,M315,47,single,wild
5,4,M395,49,single,wild
13,4,M239,49,single,wild
69,4,M703,49,single,wild
75,4,M315,51,single,wild
77,4,M395,52,single,wild
81,4,M703,52,single,wild
51,4,M315,53,single,wild
21,4,M703,54,single,wild
111,4,M315,54,single,wild
29,4,M395,55,single,wild
55,4,M596,55,single,wild
57,4,M703,55,single,wild
99,4,M315,55,single,wild
59,4,M900,56,single,wild
61,4,M239,56,single,wild
17,4,M395,57,single,wild
19,4,M596,58,single,wild
39,4,M315,58,single,wild
31,4,M596,60,single,wild
43,4,M596,60,single,wild
93,4,M703,60,single,wild
49,4,M239,61,single,wild
1,4,M239,62,single,wild
119,4,M900,62,single,wild
15,4,M315,63,single,wild
87,4,M315,63,single,wild
65,4,M395,64,single,wild
63,4,M315,66,single,wild
83,4,M900,66,single,wild
85,4,M239,66,single,wild
107,4,M900,69,single,wild
53,4,M395,70,single,wild
7,4,M596,73,single,wild
9,4,M703,76,single,wild
95,4,M900,76,single,wild
91,4,M596,77,single,wild
79,4,M596,81,single,wild
47,4,M900,82,single,wild
23,4,M900,88,single,wild
35,4,M900,88,single,wild
67,4,M596,95,single,wild
104,4,M596,15,rival,wild
114,4,M395,19,rival,wild
40,4,M315,27,rival,wild
68,4,M596,27,rival,wild
46,4,M703,31,rival,wild
100,4,M315,31,rival,wild
112,4,M315,33,rival,wild
76,4,M315,39,rival,wild
80,4,M596,41,rival,wild
20,4,M596,45,rival,wild
50,4,M239,45,rival,wild
32,4,M596,46,rival,wild
72,4,M900,46,rival,wild
88,4,M315,46,rival,wild
92,4,M596,46,rival,wild
26,4,M239,50,rival,wild
44,4,M596,50,rival,wild
58,4,M703,50,rival,wild
52,4,M315,54,rival,wild
102,4,M395,54,rival,wild
118,4,M703,55,rival,wild
34,4,M703,57,rival,wild
70,4,M703,58,rival,wild
116,4,M596,58,rival,wild
12,4,M900,59,rival,wild
106,4,M703,59,rival,wild
28,4,M315,60,rival,wild
6,4,M395,61,rival,wild
8,4,M596,61,rival,wild
10,4,M703,62,rival,wild
18,4,M395,62,rival,wild
2,4,M239,63,rival,wild
14,4,M239,63,rival,wild
74,4,M239,63,rival,wild
98,4,M239,63,rival,wild
30,4,M395,64,rival,wild
36,4,M900,64,rival,wild
64,4,M315,64,rival,wild
82,4,M703,64,rival,wild
120,4,M900,64,rival,wild
66,4,M395,66,rival,wild
78,4,M395,66,rival,wild
48,4,M900,67,rival,wild
54,4,M395,67,rival,wild
16,4,M315,69,rival,wild
42,4,M395,70,rival,wild
24,4,M900,71,rival,wild
90,4,M395,73,rival,wild
94,4,M703,74,rival,wild
60,4,M900,76,rival,wild
96,4,M900,78,rival,wild
110,4,M239,78,rival,wild
22,4,M703,79,rival,wild
56,4,M596,80,rival,wild
62,4,M239,80,rival,wild
84,4,M900,80,rival,wild
86,4,M239,80,rival,wild
108,4,M900,94,rival,wild
4,4,M315,95,rival,wild
38,4,M239,106,rival,wild
122,22,M239,0,rival,iv
125,22,M395,0,single,iv
128,22,M596,0,rival,iv
137,22,M395,0,single,iv
138,22,M395,0,rival,iv
139,22,M596,0,single,iv
149,22,M395,0,single,iv
150,22,M395,0,rival,iv
161,22,M395,0,single,iv
162,22,M395,0,rival,iv
163,22,M596,0,single,iv
180,22,M900,0,rival,iv
189,22,M703,0,single,iv
218,22,M239,0,rival,iv
217,22,M239,1,single,iv
134,22,M239,4,rival,iv
169,22,M239,4,single,iv
174,22,M395,5,rival,iv
141,22,M703,8,single,iv
156,22,M900,12,rival,iv
197,22,M395,12,single,iv
166,22,M703,13,rival,iv
193,22,M239,14,single,iv
235,22,M596,17,single,iv
135,22,M315,19,single,iv
184,22,M315,21,rival,iv
123,22,M315,24,single,iv
207,22,M315,25,single,iv
179,22,M900,26,single,iv
157,22,M239,28,single,iv
230,22,M239,32,rival,iv
154,22,M703,33,rival,iv
142,22,M703,35,rival,iv
143,22,M900,38,single,iv
164,22,M596,40,rival,iv
187,22,M596,41,single,iv
228,22,M900,41,rival,iv
148,22,M315,46,rival,iv
146,22,M239,49,rival,iv
239,22,M900,49,single,iv
165,22,M703,50,single,iv
170,22,M239,64,rival,iv
204,22,M900,69,rival,iv
167,22,M900,75,single,iv
237,22,M703,75,single,iv
227,22,M900,81,single,iv
126,22,M395,97,rival,iv
151,22,M596,115,single,iv
231,22,M315,126,single,iv
87,22,M315,3,single,wild
79,22,M596,28,single,wild
37,22,M239,32,single,wild
67,22,M596,36,single,wild
5,22,M395,42,single,wild
25,22,M239,42,single,wild
19,22,M596,47,single,wild
73,22,M239,48,single,wild
77,22,M395,50,single,wild
47,22,M900,51,single,wild
29,22,M395,59,single,wild
59,22,M900,59,single,wild
65,22,M395,59,single,wild
51,22,M315,60,single,wild
41,22,M395,64,single,wild
115,22,M596,64,single,wild
21,22,M703,65,single,wild
1,22,M239,66,single,wild
3,22,M315,66,single,wild
17,22,M395,67,single,wild
85,22,M239,71,single,wild
101,22,M395,73,single,wild
53,22,M395,74,single,wild
113,22,M395,74,single,wild
119,22,M900,76,single,wild
11,22,M900,78,single,wild
61,22,M239,78,single,wild
27,22,M315,79,single,wild
13,22,M239,81,single,wild
71,22,M900,81,single,wild
97,22,M239,81,single,wild
109,22,M239,82,single,wild
99,22,M315,90,single,wild
45,22,M703,93,single,wild
7,22,M596,94,single,wild
69,22,M703,96,single,wild
75,22,M315,97,single,wild
81,22,M703,97,single,wild
117,22,M703,97,single,wild
103,22,M596,101,single,wild
39,22,M315,109,single,wild
35,22,M900,123,single,wild
105,22,M703,124,single,wild
57,22,M703,126,single,wild
93,22,M703,126,single,wild
43,22,M596,132,single,wild
9,22,M703,157,single,wild
2,22,M239,72,rival,wild
4,22,M315,70,rival,wild
8,22,M596,131,rival,wild
10,22,M703,1,rival,wild
12,22,M900,96,rival,wild
16,22,M315,80,rival,wild
18,22,M395,16,rival,wild
20,22,M596,84,rival,wild
24,22,M900,44,rival,wild
28,22,M315,63,rival,wild
30,22,M395,83,rival,wild
34,22,M703,50,rival,wild
38,22,M239,62,rival,wild
40,22,M315,62,rival,wild
44,22,M596,99,rival,wild
48,22,M900,121,rival,wild
50,22,M239,106,rival,wild
52,22,M315,2,rival,wild
54,22,M395,53,rival,wild
56,22,M596,88,rival,wild
58,22,M703,34,rival,wild
60,22,M900,84,rival,wild
62,22,M239,63,rival,wild
68,22,M596,70,rival,wild
70,22,M703,60,rival,wild
72,22,M900,90,rival,wild
74,22,M239,69,rival,wild
76,22,M315,4,rival,wild
78,22,M395,66,rival,wild
80,22,M596,85,rival,wild
82,22,M703,109,rival,wild
88,22,M315,0,rival,wild
89,22,M395,32,single,wild
90,22,M395,50,rival,wild
92,22,M596,111,rival,wild
94,22,M703,130,rival,wild
96,22,M900,13,rival,wild
100,22,M315,0,rival,wild
102,22,M395,83,rival,wild
106,22,M703,40,rival,wild
108,22,M900,110,rival,wild
110,22,M239,84,rival,wild
114,22,M395,64,rival,wild
116,22,M596,89,rival,wild
118,22,M703,106,rival,wild
120,22,M900,115,rival,wild
186,6,M395,0,rival,iv
171,6,M315,25,single,iv
229,6,M239,40,single,iv
155,6,M900,42,single,iv
197,6,M395,55,single,iv
128,6,M596,66,rival,iv
200,6,M596,66,rival,iv
227,6,M900,66,single,iv
172,6,M315,67,rival,iv
157,6,M239,73,single,iv
127,6,M596,74,single,iv
169,6,M239,75,single,iv
130,6,M703,78,rival,iv
182,6,M239,79,rival,iv
167,6,M900,82,single,iv
163,6,M596,89,single,iv
131,6,M900,91,single,iv
189,6,M703,91,single,iv
201,6,M703,91,single,iv
156,6,M900,92,rival,iv
141,6,M703,95,single,iv
204,6,M900,96,rival,iv
184,6,M315,98,rival,iv
223,6,M596,99,single,iv
239,6,M900,99,single,iv
173,6,M395,100,single,iv
206,6,M239,100,rival,iv
221,6,M395,100,single,iv
213,6,M703,101,single,iv
138,6,M395,103,rival,iv
147,6,M315,103,single,iv
165,6,M703,104,single,iv
180,6,M900,104,rival,iv
181,6,M239,104,single,iv
135,6,M315,105,single,iv
143,6,M900,105,single,iv
218,6,M239,105,rival,iv
134,6,M239,106,rival,iv
137,6,M395,106,single,iv
210,6,M395,107,rival,iv
139,6,M596,109,single,iv
146,6,M239,109,rival,iv
187,6,M596,109,single,iv
188,6,M596,111,rival,iv
235,6,M596,111,single,iv
240,6,M900,111,rival,iv
145,6,M239,112,single,iv
166,6,M703,112,rival,iv
168,6,M900,112,rival,iv
179,6,M900,112,single,iv
237,6,M703,113,single,iv
194,6,M239,115,rival,iv
198,6,M395,116,rival,iv
222,6,M395,116,rival,iv
192,6,M900,117,rival,iv
196,6,M315,117,rival,iv
149,6,M395,118,single,iv
191,6,M900,118,single,iv
211,6,M596,118,single,iv
144,6,M900,119,rival,iv
193,6,M239,122,single,iv
176,6,M596,123,rival,iv
228,6,M900,123,rival,iv
236,6,M596,123,rival,iv
150,6,M395,124,rival,iv
159,6,M315,124,single,iv
170,6,M239,124,rival,iv
190,6,M703,125,rival,iv
133,6,M239,127,single,iv
230,6,M239,127,rival,iv
161,6,M395,128,single,iv
183,6,M315,128,single,iv
136,6,M315,129,rival,iv
220,6,M315,129,rival,iv
154,6,M703,130,rival,iv
160,6,M315,130,rival,iv
124,6,M315,131,rival,iv
126,6,M395,132,rival,iv
148,6,M315,133,rival,iv
203,6,M900,133,single,iv
234,6,M395,133,rival,iv
231,6,M315,134,single,iv
233,6,M395,135,single,iv
121,6,M239,137,single,iv
175,6,M596,137,single,iv
209,6,M395,137,single,iv
125,6,M395,138,single,iv
123,6,M315,140,single,iv
132,6,M900,141,rival,iv
224,6,M596,141,rival,iv
151,6,M596,142,single,iv
199,6,M596,142,single,iv
207,6,M315,144,single,iv
164,6,M596,146,rival,iv
214,6,M703,147,rival,iv
140,6,M596,148,rival,iv
158,6,M239,149,rival,iv
162,6,M395,151,rival,iv
217,6,M239,153,single,iv
122,6,M239,154,rival,iv
142,6,M703,156,rival,iv
174,6,M395,156,rival,iv
129,6,M703,158,single,iv
205,6,M239,161,single,iv
215,6,M900,169,single,iv
61,6,M239,14,single,wild
73,6,M239,17,single,wild
45,6,M703,18,single,wild
103,6,M596,22,single,wild
39,6,M315,24,single,wild
89,6,M395,25,single,wild
49,6,M239,27,single,wild
115,6,M596,27,single,wild
33,6,M703,29,single,wild
75,6,M315,30,single,wild
21,6,M703,32,single,wild
27,6,M315,32,single,wild
81,6,M703,32,single,wild
15,6,M315,34,single,wild
19,6,M596,34,single,wild
117,6,M703,34,single,wild
43,6,M596,35,single,wild
105,6,M703,35,single,wild
13,6,M239,37,single,wild
111,6,M315,40,single,wild
99,6,M315,41,single,wild
1,6,M239,42,single,wild
29,6,M395,44,single,wild
69,6,M703,44,single,wild
9,6,M703,46,single,wild
51,6,M315,46,single,wild
65,6,M395,46,single,wild
25,6,M239,47,single,wild
5,6,M395,48,single,wild
31,6,M596,48,single,wild
59,6,M900,49,single,wild
71,6,M900,52,single,wild
87,6,M315,52,single,wild
93,6,M703,52,single,wild
37,6,M239,53,single,wild
47,6,M900,53,single,wild
57,6,M703,53,single,wild
7,6,M596,55,single,wild
85,6,M239,55,single,wild
91,6,M596,57,single,wild
55,6,M596,60,single,wild
95,6,M900,62,single,wild
63,6,M315,64,single,wild
79,6,M596,64,single,wild
97,6,M239,64,single,wild
101,6,M395,64,single,wild
67,6,M596,65,single,wild
3,6,M315,67,single,wild
11,6,M900,68,single,wild
107,6,M900,68,single,wild
17,6,M395,69,single,wild
77,6,M395,69,single,wild
83,6,M900,71,single,wild
23,6,M900,72,single,wild
41,6,M395,72,single,wild
113,6,M395,73,single,wild
53,6,M395,75,single,wild
109,6,M239,79,single,wild
35,6,M900,91,single,wild
119,6,M900,101,single,wild
104,6,M596,14,rival,wild
20,6,M596,30,rival,wild
42,6,M395,33,rival,wild
118,6,M703,34,rival,wild
46,6,M703,36,rival,wild
74,6,M239,36,rival,wild
40,6,M315,37,rival,wild
18,6,M395,39,rival,wild
82,6,M703,40,rival,wild
86,6,M239,40,rival,wild
68,6,M596,42,rival,wild
88,6,M315,42,rival,wild
70,6,M703,43,rival,wild
16,6,M315,44,rival,wild
62,6,M239,44,rival,wild
110,6,M239,44,rival,wild
50,6,M239,45,rival,wild
52,6,M315,45,rival,wild
76,6,M315,45,rival,wild
80,6,M596,47,rival,wild
22,6,M703,48,rival,wild
98,6,M239,48,rival,wild
72,6,M900,49,rival,wild
94,6,M703,49,rival,wild
66,6,M395,51,rival,wild
112,6,M315,51,rival,wild
34,6,M703,52,rival,wild
10,6,M703,54,rival,wild
102,6,M395,54,rival,wild
32,6,M596,56,rival,wild
48,6,M900,56,rival,wild
114,6,M395,56,rival,wild
2,6,M239,57,rival,wild
8,6,M596,57,rival,wild
26,6,M239,57,rival,wild
30,6,M395,57,rival,wild
64,6,M315,57,rival,wild
12,6,M900,58,rival,wild
58,6,M703,58,rival,wild
24,6,M900,60,rival,wild
36,6,M900,61,rival,wild
100,6,M315,62,rival,wild
44,6,M596,63,rival,wild
92,6,M596,63,rival,wild
6,6,M395,64,rival,wild
96,6,M900,64,rival,wild
14,6,M239,65,rival,wild
78,6,M395,66,rival,wild
120,6,M900,66,rival,wild
116,6,M596,68,rival,wild
4,6,M315,69,rival,wild
38,6,M239,69,rival,wild
90,6,M395,72,rival,wild
108,6,M900,74,rival,wild
28,6,M315,75,rival,wild
56,6,M596,77,rival,wild
84,6,M900,78,rival,wild
106,6,M703,82,rival,wild
54,6,M395,85,rival,wild
60,6,M900,86,rival,wild
186,8,M395,0,rival,iv
223,8,M596,2,single,iv
192,8,M900,10,rival,iv
140,8,M596,18,rival,iv
155,8,M900,21,single,iv
229,8,M239,21,single,iv
189,8,M703,26,single,iv
127,8,M596,38,single,iv
174,8,M395,41,rival,iv
197,8,M395,47,single,iv
145,8,M239,48,single,iv
163,8,M596,51,single,iv
200,8,M596,53,rival,iv
173,8,M395,57,single,iv
131,8,M900,59,single,iv
221,8,M395,65,single,iv
144,8,M900,75,rival,iv
165,8,M703,78,single,iv
161,8,M395,79,single,iv
184,8,M315,80,rival,iv
227,8,M900,80,single,iv
210,8,M395,82,rival,iv
235,8,M596,84,single,iv
138,8,M395,86,rival,iv
130,8,M703,87,rival,iv
121,8,M239,89,single,iv
134,8,M239,89,rival,iv
167,8,M900,89,single,iv
136,8,M315,90,rival,iv
146,8,M239,90,rival,iv
156,8,M900,91,rival,iv
181,8,M239,92,single,iv
198,8,M395,92,rival,iv
201,8,M703,92,single,iv
234,8,M395,92,rival,iv
137,8,M395,94,single,iv
169,8,M239,94,single,iv
150,8,M395,95,rival,iv
191,8,M900,95,single,iv
222,8,M395,101,rival,iv
159,8,M315,102,single,iv
168,8,M900,102,rival,iv
213,8,M703,102,single,iv
125,8,M395,103,single,iv
149,8,M395,105,single,iv
182,8,M239,105,rival,iv
183,8,M315,105,single,iv
187,8,M596,105,single,iv
230,8,M239,105,rival,iv
237,8,M703,105,single,iv
126,8,M395,106,rival,iv
143,8,M900,106,single,iv
141,8,M703,107,single,iv
162,8,M395,108,rival,iv
193,8,M239,109,single,iv
228,8,M900,109,rival,iv
164,8,M596,110,rival,iv
170,8,M239,110,rival,iv
204,8,M900,111,rival,iv
158,8,M239,112,rival,iv
123,8,M315,113,single,iv
132,8,M900,113,rival,iv
211,8,M596,113,single,iv
196,8,M315,114,rival,iv
218,8,M239,114,rival,iv
135,8,M315,116,single,iv
160,8,M315,116,rival,iv
206,8,M239,116,rival,iv
139,8,M596,117,single,iv
