female,day,line,offspring,treatment,pop
184,14,M315,111,rival,iv
151,14,M596,112,single,iv
161,14,M395,112,single,iv
148,14,M315,115,rival,iv
239,14,M900,115,single,iv
180,14,M900,119,rival,iv
217,14,M239,121,single,iv
123,14,M315,124,single,iv
231,14,M315,124,single,iv
233,14,M395,130,single,iv
49,14,M239,0,single,wild
83,14,M900,2,single,wild
23,14,M900,12,single,wild
89,14,M395,29,single,wild
33,14,M703,34,single,wild
73,14,M239,36,single,wild
67,14,M596,45,single,wild
95,14,M900,45,single,wild
61,14,M239,48,single,wild
79,14,M596,52,single,wild
93,14,M703,63,single,wild
105,14,M703,63,single,wild
41,14,M395,67,single,wild
57,14,M703,73,single,wild
29,14,M395,81,single,wild
45,14,M703,82,single,wild
5,14,M395,83,single,wild
87,14,M315,84,single,wild
117,14,M703,88,single,wild
25,14,M239,89,single,wild
115,14,M596,90,single,wild
65,14,M395,92,single,wild
11,14,M900,98,single,wild
9,14,M703,99,single,wild
63,14,M315,100,single,wild
47,14,M900,102,single,wild
53,14,M395,105,single,wild
21,14,M703,107,single,wild
27,14,M315,109,single,wild
71,14,M900,109,single,wild
101,14,M395,109,single,wild
7,14,M596,112,single,wild
51,14,M315,112,single,wild
69,14,M703,112,single,wild
43,14,M596,114,single,wild
17,14,M395,115,single,wild
59,14,M900,116,single,wild
37,14,M239,117,single,wild
31,14,M596,119,single,wild
113,14,M395,119,single,wild
55,14,M596,120,single,wild
103,14,M596,121,single,wild
81,14,M703,122,single,wild
119,14,M900,122,single,wild
77,14,M395,125,single,wild
3,14,M315,129,single,wild
13,14,M239,132,single,wild
99,14,M315,134,single,wild
109,14,M239,134,single,wild
97,14,M239,136,single,wild
85,14,M239,142,single,wild
35,14,M900,144,single,wild
39,14,M315,145,single,wild
19,14,M596,148,single,wild
1,14,M239,149,single,wild
75,14,M315,149,single,wild
15,14,M315,155,single,wild
107,14,M900,162,single,wild
90,14,M395,4,rival,wild
26,14,M239,12,rival,wild
108,14,M900,36,rival,wild
56,14,M596,57,rival,wild
62,14,M239,70,rival,wild
10,14,M703,71,rival,wild
106,14,M703,77,rival,wild
74,14,M239,78,rival,wild
100,14,M315,78,rival,wild
34,14,M703,84,rival,wild
76,14,M315,87,rival,wild
68,14,M596,88,rival,wild
18,14,M395,92,rival,wild
86,14,M239,92,rival,wild
72,14,M900,96,rival,wild
116,14,M596,97,rival,wild
96,14,M900,98,rival,wild
112,14,M315,98,rival,wild
46,14,M703,103,rival,wild
114,14,M395,103,rival,wild
20,14,M596,104,rival,wild
8,14,M596,106,rival,wild
92,14,M596,107,rival,wild
24,14,M900,108,rival,wild
118,14,M703,109,rival,wild
64,14,M315,110,rival,wild
6,14,M395,112,rival,wild
4,14,M315,113,rival,wild
52,14,M315,113,rival,wild
28,14,M315,114,rival,wild
80,14,M596,114,rival,wild
84,14,M900,118,rival,wild
44,14,M596,121,rival,wild
88,14,M315,121,rival,wild
2,14,M239,122,rival,wild
58,14,M703,123,rival,wild
102,14,M395,123,rival,wild
16,14,M315,124,rival,wild
120,14,M900,126,rival,wild
98,14,M239,128,rival,wild
40,14,M315,129,rival,wild
60,14,M900,129,rival,wild
22,14,M703,130,rival,wild
94,14,M703,130,rival,wild
70,14,M703,131,rival,wild
32,14,M596,132,rival,wild
42,14,M395,132,rival,wild
54,14,M395,132,rival,wild
12,14,M900,133,rival,wild
82,14,M703,138,rival,wild
38,14,M239,145,rival,wild
30,14,M395,146,rival,wild
110,14,M239,148,rival,wild
48,14,M900,149,rival,wild
78,14,M395,156,rival,wild
50,14,M239,162,rival,wild
14,14,M239,163,rival,wild
36,14,M900,171,rival,wild
125,16,M395,0,single,iv
133,16,M239,0,single,iv
136,16,M315,0,rival,iv
158,16,M239,0,rival,iv
168,16,M900,0,rival,iv
175,16,M596,0,single,iv
190,16,M703,0,rival,iv
192,16,M900,0,rival,iv
220,16,M315,0,rival,iv
189,16,M703,1,single,iv
132,16,M900,2,rival,iv
222,16,M395,3,rival,iv
128,16,M596,5,rival,iv
140,16,M596,5,rival,iv
206,16,M239,9,rival,iv
228,16,M900,9,rival,iv
131,16,M900,14,single,iv
169,16,M239,14,single,iv
197,16,M395,16,single,iv
139,16,M596,18,single,iv
161,16,M395,19,single,iv
137,16,M395,22,single,iv
146,16,M239,23,rival,iv
224,16,M596,26,rival,iv
164,16,M596,29,rival,iv
179,16,M900,34,single,iv
199,16,M596,36,single,iv
160,16,M315,37,rival,iv
211,16,M596,38,single,iv
167,16,M900,41,single,iv
200,16,M596,41,rival,iv
234,16,M395,41,rival,iv
124,16,M315,46,rival,iv
215,16,M900,49,single,iv
142,16,M703,50,rival,iv
156,16,M900,50,rival,iv
163,16,M596,51,single,iv
147,16,M315,52,single,iv
210,16,M395,52,rival,iv
135,16,M315,53,single,iv
162,16,M395,55,rival,iv
196,16,M315,57,rival,iv
235,16,M596,61,single,iv
239,16,M900,61,single,iv
143,16,M900,62,single,iv
141,16,M703,63,single,iv
188,16,M596,63,rival,iv
165,16,M703,65,single,iv
166,16,M703,66,rival,iv
149,16,M395,70,single,iv
148,16,M315,74,rival,iv
187,16,M596,74,single,iv
230,16,M239,76,rival,iv
173,16,M395,80,single,iv
207,16,M315,82,single,iv
123,16,M315,83,single,iv
191,16,M900,83,single,iv
227,16,M900,87,single,iv
233,16,M395,87,single,iv
193,16,M239,89,single,iv
183,16,M315,93,single,iv
218,16,M239,94,rival,iv
170,16,M239,95,rival,iv
134,16,M239,96,rival,iv
204,16,M900,96,rival,iv
237,16,M703,100,single,iv
217,16,M239,101,single,iv
126,16,M395,103,rival,iv
184,16,M315,104,rival,iv
154,16,M703,105,rival,iv
150,16,M395,108,rival,iv
151,16,M596,108,single,iv
180,16,M900,111,rival,iv
138,16,M395,113,rival,iv
174,16,M395,117,rival,iv
122,16,M239,118,rival,iv
157,16,M239,119,single,iv
231,16,M315,133,single,iv
23,16,M900,0,single,wild
31,16,M596,2,single,wild
57,16,M703,8,single,wild
33,16,M703,23,single,wild
51,16,M315,24,single,wild
61,16,M239,25,single,wild
9,16,M703,26,single,wild
79,16,M596,27,single,wild
103,16,M596,35,single,wild
3,16,M315,50,single,wild
101,16,M395,50,single,wild
37,16,M239,55,single,wild
5,16,M395,71,single,wild
47,16,M900,72,single,wild
45,16,M703,77,single,wild
11,16,M900,81,single,wild
75,16,M315,81,single,wild
89,16,M395,84,single,wild
43,16,M596,89,single,wild
55,16,M596,92,single,wild
25,16,M239,93,single,wild
41,16,M395,94,single,wild
117,16,M703,95,single,wild
59,16,M900,97,single,wild
115,16,M596,97,single,wild
29,16,M395,102,single,wild
95,16,M900,102,single,wild
73,16,M239,103,single,wild
27,16,M315,104,single,wild
65,16,M395,104,single,wild
7,16,M596,106,single,wild
71,16,M900,113,single,wild
77,16,M395,116,single,wild
39,16,M315,117,single,wild
69,16,M703,117,single,wild
17,16,M395,119,single,wild
21,16,M703,120,single,wild
97,16,M239,123,single,wild
113,16,M395,124,single,wild
13,16,M239,128,single,wild
87,16,M315,129,single,wild
19,16,M596,130,single,wild
119,16,M900,130,single,wild
99,16,M315,131,single,wild
85,16,M239,133,single,wild
107,16,M900,136,single,wild
81,16,M703,138,single,wild
105,16,M703,138,single,wild
53,16,M395,144,single,wild
67,16,M596,147,single,wild
93,16,M703,147,single,wild
109,16,M239,151,single,wild
15,16,M315,157,single,wild
1,16,M239,158,single,wild
63,16,M315,165,single,wild
35,16,M900,166,single,wild
32,16,M596,2,rival,wild
26,16,M239,3,rival,wild
118,16,M703,6,rival,wild
84,16,M900,23,rival,wild
100,16,M315,37,rival,wild
10,16,M703,44,rival,wild
24,16,M900,56,rival,wild
42,16,M395,73,rival,wild
110,16,M239,75,rival,wild
112,16,M315,75,rival,wild
56,16,M596,76,rival,wild
94,16,M703,80,rival,wild
18,16,M395,84,rival,wild
76,16,M315,84,rival,wild
64,16,M315,86,rival,wild
34,16,M703,89,rival,wild
70,16,M703,90,rival,wild
12,16,M900,96,rival,wild
92,16,M596,98,rival,wild
8,16,M596,99,rival,wild
120,16,M900,99,rival,wild
114,16,M395,100,rival,wild
28,16,M315,101,rival,wild
68,16,M596,103,rival,wild
88,16,M315,105,rival,wild
58,16,M703,107,rival,wild
54,16,M395,111,rival,wild
80,16,M596,111,rival,wild
46,16,M703,112,rival,wild
106,16,M703,112,rival,wild
20,16,M596,115,rival,wild
50,16,M239,116,rival,wild
82,16,M703,117,rival,wild
52,16,M315,118,rival,wild
60,16,M900,118,rival,wild
44,16,M596,122,rival,wild
4,16,M315,124,rival,wild
48,16,M900,125,rival,wild
102,16,M395,125,rival,wild
108,16,M900,127,rival,wild
40,16,M315,128,rival,wild
72,16,M900,131,rival,wild
86,16,M239,132,rival,wild
16,16,M315,133,rival,wild
96,16,M900,135,rival,wild
2,16,M239,137,rival,wild
36,16,M900,137,rival,wild
14,16,M239,138,rival,wild
62,16,M239,138,rival,wild
116,16,M596,138,rival,wild
90,16,M395,139,rival,wild
38,16,M239,145,rival,wild
6,16,M395,149,rival,wild
74,16,M239,153,rival,wild
78,16,M395,155,rival,wild
30,16,M395,161,rival,wild
128,18,M596,0,rival,iv
136,18,M315,0,rival,iv
158,18,M239,0,rival,iv
162,18,M395,0,rival,iv
168,18,M900,0,rival,iv
175,18,M596,0,single,iv
180,18,M900,0,rival,iv
189,18,M703,0,single,iv
190,18,M703,0,rival,iv
192,18,M900,0,rival,iv
210,18,M395,0,rival,iv
220,18,M315,0,rival,iv
222,18,M395,0,rival,iv
206,18,M239,2,rival,iv
147,18,M315,3,single,iv
150,18,M395,3,rival,iv
169,18,M239,3,single,iv
234,18,M395,3,rival,iv
187,18,M596,5,single,iv
215,18,M900,6,single,iv
137,18,M395,10,single,iv
218,18,M239,11,rival,iv
122,18,M239,13,rival,iv
148,18,M315,16,rival,iv
211,18,M596,16,single,iv
138,18,M395,19,rival,iv
160,18,M315,20,rival,iv
142,18,M703,23,rival,iv
237,18,M703,23,single,iv
199,18,M596,24,single,iv
139,18,M596,25,single,iv
141,18,M703,25,single,iv
179,18,M900,25,single,iv
193,18,M239,25,single,iv
143,18,M900,27,single,iv
163,18,M596,28,single,iv
164,18,M596,31,rival,iv
197,18,M395,31,single,iv
217,18,M239,31,single,iv
156,18,M900,32,rival,iv
200,18,M596,33,rival,iv
196,18,M315,36,rival,iv
235,18,M596,37,single,iv
183,18,M315,38,single,iv
124,18,M315,45,rival,iv
230,18,M239,45,rival,iv
173,18,M395,48,single,iv
207,18,M315,50,single,iv
204,18,M900,51,rival,iv
157,18,M239,52,single,iv
167,18,M900,54,single,iv
170,18,M239,54,rival,iv
191,18,M900,55,single,iv
126,18,M395,56,rival,iv
134,18,M239,60,rival,iv
146,18,M239,61,rival,iv
224,18,M596,61,rival,iv
188,18,M596,65,rival,iv
135,18,M315,66,single,iv
165,18,M703,67,single,iv
154,18,M703,69,rival,iv
166,18,M703,71,rival,iv
228,18,M900,75,rival,iv
149,18,M395,77,single,iv
174,18,M395,94,rival,iv
233,18,M395,95,single,iv
123,18,M315,97,single,iv
239,18,M900,97,single,iv
184,18,M315,101,rival,iv
227,18,M900,106,single,iv
151,18,M596,108,single,iv
125,18,M395,110,single,iv
161,18,M395,116,single,iv
231,18,M315,126,single,iv
89,18,M395,59,single,wild
33,18,M703,55,single,wild
79,18,M596,29,single,wild
101,18,M395,21,single,wild
59,18,M900,24,single,wild
17,18,M395,34,single,wild
107,18,M900,35,single,wild
47,18,M900,55,single,wild
11,18,M900,53,single,wild
69,18,M703,89,single,wild
85,18,M239,66,single,wild
93,18,M703,130,single,wild
7,18,M596,68,single,wild
55,18,M596,77,single,wild
25,18,M239,94,single,wild
27,18,M315,82,single,wild
71,18,M900,79,single,wild
115,18,M596,81,single,wild
51,18,M315,131,single,wild
21,18,M703,99,single,wild
5,18,M395,93,single,wild
65,18,M395,78,single,wild
97,18,M239,81,single,wild
29,18,M395,83,single,wild
37,18,M239,83,single,wild
39,18,M315,89,single,wild
43,18,M596,84,single,wild
67,18,M596,95,single,wild
45,18,M703,99,single,wild
53,18,M395,122,single,wild
119,18,M900,111,single,wild
113,18,M395,87,single,wild
13,18,M239,113,single,wild
117,18,M703,120,single,wild
73,18,M239,113,single,wild
3,18,M315,103,single,wild
87,18,M315,106,single,wild
109,18,M239,121,single,wild
19,18,M596,101,single,wild
103,18,M596,96,single,wild
57,18,M703,109,single,wild
81,18,M703,110,single,wild
105,18,M703,119,single,wild
41,18,M395,100,single,wild
77,18,M395,101,single,wild
1,18,M239,112,single,wild
35,18,M900,126,single,wild
75,18,M315,110,single,wild
63,18,M315,115,single,wild
9,18,M703,117,single,wild
99,18,M315,122,single,wild
28,18,M315,4,rival,wild
84,18,M900,6,rival,wild
14,18,M239,8,rival,wild
100,18,M315,10,rival,wild
64,18,M315,28,rival,wild
10,18,M703,30,rival,wild
88,18,M315,40,rival,wild
94,18,M703,40,rival,wild
112,18,M315,43,rival,wild
38,18,M239,51,rival,wild
62,18,M239,53,rival,wild
54,18,M395,65,rival,wild
70,18,M703,71,rival,wild
52,18,M315,72,rival,wild
20,18,M596,73,rival,wild
24,18,M900,73,rival,wild
40,18,M315,73,rival,wild
30,18,M395,76,rival,wild
96,18,M900,76,rival,wild
34,18,M703,77,rival,wild
68,18,M596,78,rival,wild
76,18,M315,79,rival,wild
78,18,M395,81,rival,wild
120,18,M900,81,rival,wild
58,18,M703,82,rival,wild
74,18,M239,83,rival,wild
90,18,M395,84,rival,wild
114,18,M395,86,rival,wild
8,18,M596,87,rival,wild
2,18,M239,88,rival,wild
18,18,M395,90,rival,wild
102,18,M395,90,rival,wild
4,18,M315,91,rival,wild
106,18,M703,91,rival,wild
72,18,M900,92,rival,wild
80,18,M596,92,rival,wild
12,18,M900,93,rival,wild
86,18,M239,93,rival,wild
44,18,M596,94,rival,wild
110,18,M239,94,rival,wild
82,18,M703,95,rival,wild
116,18,M596,96,rival,wild
92,18,M596,98,rival,wild
118,18,M703,99,rival,wild
48,18,M900,101,rival,wild
6,18,M395,103,rival,wild
16,18,M315,103,rival,wild
60,18,M900,103,rival,wild
46,18,M703,107,rival,wild
56,18,M596,118,rival,wild
108,18,M900,120,rival,wild
50,18,M239,127,rival,wild
128,20,M596,0,rival,iv
136,20,M315,0,rival,iv
137,20,M395,0,single,iv
138,20,M395,0,rival,iv
139,20,M596,0,single,iv
147,20,M315,0,single,iv
149,20,M395,0,single,iv
150,20,M395,0,rival,iv
158,20,M239,0,rival,iv
163,20,M596,0,single,iv
168,20,M900,0,rival,iv
179,20,M900,0,single,iv
184,20,M315,0,rival,iv
189,20,M703,0,single,iv
191,20,M900,0,single,iv
192,20,M900,0,rival,iv
196,20,M315,0,rival,iv
215,20,M900,0,single,iv
142,20,M703,1,rival,iv
200,20,M596,1,rival,iv
199,20,M596,3,single,iv
141,20,M703,4,single,iv
217,20,M239,4,single,iv
206,20,M239,7,rival,iv
233,20,M395,7,single,iv
124,20,M315,9,rival,iv
234,20,M395,9,rival,iv
169,20,M239,11,single,iv
143,20,M900,14,single,iv
156,20,M900,18,rival,iv
161,20,M395,20,single,iv
162,20,M395,22,rival,iv
125,20,M395,26,single,iv
224,20,M596,29,rival,iv
134,20,M239,30,rival,iv
123,20,M315,34,single,iv
230,20,M239,34,rival,iv
197,20,M395,37,single,iv
228,20,M900,38,rival,iv
207,20,M315,39,single,iv
122,20,M239,41,rival,iv
164,20,M596,41,rival,iv
148,20,M315,42,rival,iv
165,20,M703,43,single,iv
146,20,M239,45,rival,iv
211,20,M596,45,single,iv
166,20,M703,49,rival,iv
154,20,M703,51,rival,iv
187,20,M596,53,single,iv
235,20,M596,56,single,iv
135,20,M315,57,single,iv
204,20,M900,57,rival,iv
170,20,M239,59,rival,iv
167,20,M900,61,single,iv
193,20,M239,61,single,iv
218,20,M239,68,rival,iv
174,20,M395,75,rival,iv
126,20,M395,80,rival,iv
239,20,M900,86,single,iv
237,20,M703,93,single,iv
227,20,M900,101,single,iv
151,20,M596,103,single,iv
157,20,M239,107,single,iv
231,20,M315,109,single,iv
180,20,M900,127,rival,iv
79,20,M596,6,single,wild
27,20,M315,20,single,wild
47,20,M900,36,single,wild
39,20,M315,45,single,wild
113,20,M395,49,single,wild
11,20,M900,55,single,wild
73,20,M239,58,single,wild
59,20,M900,62,single,wild
29,20,M395,64,single,wild
5,20,M395,66,single,wild
37,20,M239,67,single,wild
115,20,M596,76,single,wild
101,20,M395,77,single,wild
3,20,M315,82,single,wild
7,20,M596,82,single,wild
45,20,M703,82,single,wild
25,20,M239,83,single,wild
71,20,M900,83,single,wild
65,20,M395,88,single,wild
103,20,M596,92,single,wild
17,20,M395,96,single,wild
43,20,M596,97,single,wild
35,20,M900,99,single,wild
87,20,M315,99,single,wild
57,20,M703,102,single,wild
69,20,M703,102,single,wild
85,20,M239,103,single,wild
41,20,M395,104,single,wild
51,20,M315,104,single,wild
63,20,M315,104,single,wild
77,20,M395,105,single,wild
13,20,M239,107,single,wild
93,20,M703,107,single,wild
105,20,M703,107,single,wild
67,20,M596,110,single,wild
117,20,M703,110,single,wild
109,20,M239,112,single,wild
97,20,M239,113,single,wild
119,20,M900,113,single,wild
19,20,M596,115,single,wild
75,20,M315,119,single,wild
81,20,M703,122,single,wild
99,20,M315,123,single,wild
1,20,M239,133,single,wild
9,20,M703,139,single,wild
53,20,M395,143,single,wild
90,20,M395,5,rival,wild
100,20,M315,6,rival,wild
70,20,M703,11,rival,wild
84,20,M900,13,rival,wild
8,20,M596,21,rival,wild
24,20,M900,23,rival,wild
10,20,M703,26,rival,wild
72,20,M900,29,rival,wild
2,20,M239,30,rival,wild
96,20,M900,31,rival,wild
112,20,M315,38,rival,wild
78,20,M395,46,rival,wild
58,20,M703,56,rival,wild
88,20,M315,60,rival,wild
94,20,M703,68,rival,wild
6,20,M395,69,rival,wild
40,20,M315,69,rival,wild
68,20,M596,72,rival,wild
116,20,M596,75,rival,wild
92,20,M596,76,rival,wild
52,20,M315,77,rival,wild
28,20,M315,78,rival,wild
76,20,M315,80,rival,wild
18,20,M395,81,rival,wild
82,20,M703,81,rival,wild
12,20,M900,84,rival,wild
86,20,M239,85,rival,wild
60,20,M900,86,rival,wild
34,20,M703,89,rival,wild
80,20,M596,91,rival,wild
4,20,M315,95,rival,wild
44,20,M596,96,rival,wild
106,20,M703,97,rival,wild
120,20,M900,97,rival,wild
16,20,M315,98,rival,wild
20,20,M596,99,rival,wild
30,20,M395,99,rival,wild
38,20,M239,101,rival,wild
114,20,M395,101,rival,wild
48,20,M900,106,rival,wild
54,20,M395,106,rival,wild
110,20,M239,107,rival,wild
74,20,M239,110,rival,wild
102,20,M395,113,rival,wild
108,20,M900,113,rival,wild
62,20,M239,114,rival,wild
118,20,M703,116,rival,wild
56,20,M596,124,rival,wild
50,20,M239,132,rival,wild